Nome,Email,Telefono,Descrizione,Sito Web,Data Scraping,Indirizzo,Settore
Albergo Continental,info@albergocontinental.it,+39 081 547430,Specialisti nel settore commercio al dettaglio con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Udine e oltre.,https://www.albergocontinental.it,2025-04-09 15:56:01,"Corso Inghilterra, 92 - 49047 Udine",Commercio al dettaglio
Piscina Da Luigi,info@piscinadaluigi.it,+39 339 6074230,Dal 2020 offriamo servizi di qualità nel settore manifatturiero. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.piscinadaluigi.it,2025-04-09 15:56:01,"Corso Italia, 7 - 20012 Padova",Manifatturiero
Idraulica Il Cantuccio,info@idraulicailcantuccio.it,+39 324 5653221,Azienda leader nel settore manifatturiero con sede a Parma. Offriamo prodotti e servizi di alta qualità dal 1977.,https://www.idraulicailcantuccio.it,2025-04-09 15:56:01,"Piazza San Marco, 68 - 57033 Parma",Manifatturiero
Studio La Torre,info@studiolatorre.it,+39 040 483845,Specialisti nel settore alberghiero con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Rimini e oltre.,https://www.studiolatorre.it,2025-04-09 15:56:01,"Via Tiziano, 187 - 10042 Rimini",Alberghiero
B&B Il Veliero,b&bilveliero@tin.it,+39 078 789601,Specialisti nel settore tecnologia con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Salerno e oltre.,https://www.b&bilveliero.it,2025-04-09 15:56:01,"Via Garibaldi, 121 - 57095 Salerno",Tecnologia
Ottica Express,info@otticaexpress.it,+39 037 164629,Azienda leader nel settore tecnologia con sede a Prato. Offriamo prodotti e servizi di alta qualità dal 1955.,https://www.otticaexpress.it,2025-04-09 15:56:01,"Via Dante, 127 - 93089 Prato",Tecnologia
Albergo Da Luca,info@albergodaluca.it,+39 041 393692,Specialisti nel settore salute con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Trieste e oltre.,https://www.albergodaluca.it,2025-04-09 15:56:01,"Via Fermi, 4 - 91018 Trieste",Salute
Caffè Il Palazzo,info@caffèilpalazzo.it,+39 084 351379,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore tecnologia. Fondata nel 1951, siamo cresciuti fino a diventare un punto di riferimento a Verona.",https://www.caffèilpalazzo.it,2025-04-09 15:56:01,"Corso Francia, 27 - 34059 Verona",Tecnologia
Consulenza La Perla,consulenzalaperla@virgilio.it,+39 324 7699379,Specialisti nel settore ristorazione con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Ancona e oltre.,,2025-04-09 15:56:01,"Via Botticelli, 37 - 34036 Ancona",Ristorazione
Studio Belvedere,info@studiobelvedere.it,+39 341 1976458,Specialisti nel settore immobiliare con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Messina e oltre.,,2025-04-09 15:56:01,"Via Verona, 129 - 27064 Messina",Immobiliare
Concessionaria Da Carlo,concessionariadacarlo@fastwebnet.it,+39 067 216634,La nostra missione è fornire il miglior servizio possibile nel settore immobiliare. Siamo un'azienda a conduzione familiare con oltre 14 anni di esperienza.,https://www.concessionariadacarlo.it,2025-04-09 15:56:01,"Via Giotto, 134 - 48074 Parma",Immobiliare
Cartoleria Il Mulino,info@cartoleriailmulino.it,+39 064 715834,Azienda leader nel settore alimentare con sede a Modena. Offriamo prodotti e servizi di alta qualità dal 2016.,https://www.cartoleriailmulino.it,2025-04-09 15:56:01,"Via Petrarca, 139 - 47048 Modena",Alimentare
Hotel Da Roberto,info@hoteldaroberto.it,+39 326 2917122,Specialisti nel settore artigianato con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Salerno e oltre.,,2025-04-09 15:56:01,"Via Napoli, 156 - 23081 Salerno",Artigianato
Assicurazioni Da Giovanni,info@assicurazionidagiovanni.it,+39 065 975810,Specialisti nel settore immobiliare con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Messina e oltre.,,2025-04-09 15:56:01,"Via Michelangelo, 42 - 12011 Messina",Immobiliare
Palestra Da Riccardo,info@palestradariccardo.it,+39 381 4528322,Specialisti nel settore commercio al dettaglio con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Modena e oltre.,https://www.palestradariccardo.it,2025-04-09 15:56:01,"Via Alfieri, 148 - 70061 Modena",Commercio al dettaglio
Panificio Belvedere,panificiobelvedere@yahoo.it,+39 096 563516,La nostra missione è fornire il miglior servizio possibile nel settore agricoltura. Siamo un'azienda a conduzione familiare con oltre 23 anni di esperienza.,,2025-04-09 15:56:01,"Viale delle Palme, 166 - 51022 Messina",Agricoltura
Spa L'Angolo,info@spalangolo.it,+39 301 4256642,Dal 1973 offriamo servizi di qualità nel settore finanziario. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.spalangolo.it,2025-04-09 15:56:01,"Via Bologna, 3 - 39032 Trieste",Finanziario
Concessionaria Buongusto,info@concessionariabuongusto.it,+39 324 4853430,La nostra missione è fornire il miglior servizio possibile nel settore ristorazione. Siamo un'azienda a conduzione familiare con oltre 5 anni di esperienza.,,2025-04-09 15:56:01,"Via Leonardo da Vinci, 188 - 83048 Cagliari",Ristorazione
Cartoleria Da Francesco,info@cartoleriadafrancesco.it,+39 033 888881,Azienda leader nel settore artigianato con sede a Giugliano in Campania. Offriamo prodotti e servizi di alta qualità dal 1952.,https://www.cartoleriadafrancesco.it,2025-04-09 15:56:01,"Via Caravaggio, 95 - 74010 Giugliano in Campania",Artigianato
Vetreria Deluxe,info@vetreriadeluxe.it,+39 397 5477296,Specialisti nel settore alberghiero con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Messina e oltre.,https://www.vetreriadeluxe.it,2025-04-09 15:56:01,"Via Canova, 168 - 58083 Messina",Alberghiero
Immobiliare L'Ulivo,info@immobiliarelulivo.it,+39 052 142754,Dal 1987 offriamo servizi di qualità nel settore moda. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.immobiliarelulivo.it,2025-04-09 15:56:01,"Via Roma, 115 - 27041 Vicenza",Moda
Falegnameria Il Veliero,falegnameriailveliero@tiscali.it,+39 072 429897,Dal 1986 offriamo servizi di qualità nel settore benessere. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.falegnameriailveliero.it,2025-04-09 15:56:01,"Piazza del Popolo, 86 - 35013 Cagliari",Benessere
Fabbro Il Mulino,info@fabbroilmulino.it,+39 054 926175,La nostra missione è fornire il miglior servizio possibile nel settore logistica. Siamo un'azienda a conduzione familiare con oltre 39 anni di esperienza.,https://www.fabbroilmulino.it,2025-04-09 15:56:01,"Via Raffaello, 131 - 91065 Andria",Logistica
Immobiliare Elite,immobiliareelite@libero.it,+39 062 271340,Azienda leader nel settore automotive con sede a Monza. Offriamo prodotti e servizi di alta qualità dal 1995.,https://www.immobiliareelite.it,2025-04-09 15:56:01,"Viale dei Pini, 46 - 61034 Monza",Automotive
Elettrica La Quercia,elettricalaquercia@tiscali.it,+39 314 6522022,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore automotive. Fondata nel 1967, siamo cresciuti fino a diventare un punto di riferimento a Forlì.",https://www.elettricalaquercia.it,2025-04-09 15:56:01,"Corso America, 149 - 16053 Forlì",Automotive
Albergo L'Ulivo,info@albergolulivo.it,+39 348 3434091,Azienda leader nel settore automotive con sede a Ancona. Offriamo prodotti e servizi di alta qualità dal 1970.,https://www.albergolulivo.it,2025-04-09 15:56:01,"Via Foscolo, 51 - 97033 Ancona",Automotive
Consulenza Da Francesco,info@consulenzadafrancesco.it,+39 363 4294767,Dal 1974 offriamo servizi di qualità nel settore benessere. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.consulenzadafrancesco.it,2025-04-09 15:56:01,"Via Foscolo, 182 - 14043 Verona",Benessere
Macelleria Da Pietro,info@macelleriadapietro.it,+39 070 894640,Dal 1953 offriamo servizi di qualità nel settore immobiliare. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Via Michelangelo, 69 - 85088 Napoli",Immobiliare
Trattoria Deluxe,trattoriadeluxe@outlook.it,+39 035 357468,Azienda leader nel settore immobiliare con sede a Terni. Offriamo prodotti e servizi di alta qualità dal 1971.,https://www.trattoriadeluxe.it,2025-04-09 15:56:01,"Via Torino, 126 - 25077 Terni",Immobiliare
Immobiliare Da Bruno,info@immobiliaredabruno.it,+39 037 496812,La nostra missione è fornire il miglior servizio possibile nel settore artigianato. Siamo un'azienda a conduzione familiare con oltre 45 anni di esperienza.,,2025-04-09 15:56:01,"Piazza della Repubblica, 86 - 60095 Pescara",Artigianato
Centro Da Mario,info@centrodamario.it,+39 360 6881333,Azienda leader nel settore immobiliare con sede a Siracusa. Offriamo prodotti e servizi di alta qualità dal 1987.,https://www.centrodamario.it,2025-04-09 15:56:01,"Viale delle Rose, 30 - 87052 Siracusa",Immobiliare
Marmi Da Paolo,info@marmidapaolo.it,+39 324 6929821,Azienda leader nel settore moda con sede a Siracusa. Offriamo prodotti e servizi di alta qualità dal 1974.,,2025-04-09 15:56:01,"Corso Francia, 39 - 88056 Siracusa",Moda
Autofficina Il Cantuccio,autofficinailcantuccio@hotmail.com,+39 096 383788,Dal 1985 offriamo servizi di qualità nel settore alimentare. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Via Palermo, 111 - 65053 Venezia",Alimentare
Elettrica Da Bruno,elettricadabruno@tiscali.it,+39 389 6184126,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore assicurativo. Fondata nel 1982, siamo cresciuti fino a diventare un punto di riferimento a Parma.",https://www.elettricadabruno.it,2025-04-09 15:56:01,"Via Milano, 64 - 46072 Parma",Assicurativo
Cartoleria Deluxe,cartoleriadeluxe@tin.it,+39 042 643631,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore artigianato. Fondata nel 1969, siamo cresciuti fino a diventare un punto di riferimento a Andria.",,2025-04-09 15:56:01,"Via Fermi, 155 - 13096 Andria",Artigianato
Ferramenta Da Roberto,info@ferramentadaroberto.it,+39 066 301236,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore commercio al dettaglio. Fondata nel 1979, siamo cresciuti fino a diventare un punto di riferimento a Foggia.",,2025-04-09 15:56:01,"Via Petrarca, 3 - 45077 Foggia",Commercio al dettaglio
Locanda La Bottega,info@locandalabottega.it,+39 062 993047,Dal 2004 offriamo servizi di qualità nel settore assicurativo. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Via Marconi, 28 - 85075 Forlì",Assicurativo
Trattoria Da Carlo,info@trattoriadacarlo.it,+39 031 129587,Dal 2011 offriamo servizi di qualità nel settore salute. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.trattoriadacarlo.it,2025-04-09 15:56:01,"Via Botticelli, 33 - 94077 Catania",Salute
Cartoleria Buongusto,info@cartoleriabuongusto.it,+39 367 8874652,Specialisti nel settore commercio al dettaglio con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Prato e oltre.,https://www.cartoleriabuongusto.it,2025-04-09 15:56:01,"Via Galilei, 78 - 20076 Prato",Commercio al dettaglio
Negozio L'Angolo,info@negoziolangolo.it,+39 342 5373072,La nostra missione è fornire il miglior servizio possibile nel settore commercio all'ingrosso. Siamo un'azienda a conduzione familiare con oltre 11 anni di esperienza.,,2025-04-09 15:56:01,"Piazza San Marco, 167 - 35084 Brescia",Commercio all'ingrosso
Cartoleria La Quercia,info@cartolerialaquercia.it,+39 314 7848942,La nostra missione è fornire il miglior servizio possibile nel settore immobiliare. Siamo un'azienda a conduzione familiare con oltre 24 anni di esperienza.,https://www.cartolerialaquercia.it,2025-04-09 15:56:01,"Via Palermo, 71 - 67057 Piacenza",Immobiliare
Pasticceria Il Veliero,info@pasticceriailveliero.it,+39 336 4606999,Specialisti nel settore agricoltura con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Andria e oltre.,https://www.pasticceriailveliero.it,2025-04-09 15:56:01,"Via Giotto, 109 - 52039 Andria",Agricoltura
Bar Da Bruno,info@bardabruno.it,+39 041 144977,Specialisti nel settore artigianato con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Milano e oltre.,,2025-04-09 15:56:01,"Via Canova, 199 - 62094 Milano",Artigianato
Caffè Da Francesco,caffèdafrancesco@libero.it,+39 094 532961,La nostra missione è fornire il miglior servizio possibile nel settore agricoltura. Siamo un'azienda a conduzione familiare con oltre 35 anni di esperienza.,https://www.caffèdafrancesco.it,2025-04-09 15:56:01,"Piazza Duomo, 173 - 97059 Monza",Agricoltura
Panificio La Bottega,info@panificiolabottega.it,+39 363 6862023,La nostra missione è fornire il miglior servizio possibile nel settore logistica. Siamo un'azienda a conduzione familiare con oltre 43 anni di esperienza.,https://www.panificiolabottega.it,2025-04-09 15:56:01,"Via Botticelli, 45 - 51030 Forlì",Logistica
Impresa Il Giglio,info@impresailgiglio.it,+39 352 7551425,Specialisti nel settore tecnologia con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Bari e oltre.,https://www.impresailgiglio.it,2025-04-09 15:56:01,"Corso Inghilterra, 70 - 65037 Bari",Tecnologia
Libreria La Fontana,info@librerialafontana.it,+39 061 738801,La nostra missione è fornire il miglior servizio possibile nel settore immobiliare. Siamo un'azienda a conduzione familiare con oltre 40 anni di esperienza.,https://www.librerialafontana.it,2025-04-09 15:56:01,"Via Palermo, 41 - 38012 Livorno",Immobiliare
Osteria La Quercia,info@osterialaquercia.it,+39 358 6155037,Azienda leader nel settore benessere con sede a Brescia. Offriamo prodotti e servizi di alta qualità dal 1967.,,2025-04-09 15:56:01,"Corso America, 24 - 43082 Brescia",Benessere
B&B Deluxe,b&bdeluxe@yahoo.it,+39 011 550077,La nostra missione è fornire il miglior servizio possibile nel settore ristorazione. Siamo un'azienda a conduzione familiare con oltre 21 anni di esperienza.,https://www.b&bdeluxe.it,2025-04-09 15:56:01,"Viale delle Palme, 50 - 75072 Foggia",Ristorazione
Hotel Imperial,hotelimperial@tiscali.it,+39 081 415013,Azienda leader nel settore moda con sede a Bari. Offriamo prodotti e servizi di alta qualità dal 2005.,,2025-04-09 15:56:01,"Piazza Maggiore, 141 - 98018 Bari",Moda
Bar La Locanda,info@barlalocanda.it,+39 091 893827,Azienda leader nel settore commercio al dettaglio con sede a Pescara. Offriamo prodotti e servizi di alta qualità dal 1957.,,2025-04-09 15:56:01,"Via Verona, 124 - 98020 Pescara",Commercio al dettaglio
Profumeria Da Giuseppe,info@profumeriadagiuseppe.it,+39 329 7981566,Dal 2016 offriamo servizi di qualità nel settore commercio all'ingrosso. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Via Michelangelo, 129 - 74024 Udine",Commercio all'ingrosso
Profumeria Deluxe,profumeriadeluxe@tiscali.it,+39 387 3615067,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore assicurativo. Fondata nel 2000, siamo cresciuti fino a diventare un punto di riferimento a Ferrara.",,2025-04-09 15:56:01,"Via Botticelli, 184 - 59080 Ferrara",Assicurativo
Palestra La Torre,info@palestralatorre.it,+39 090 380485,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore commercio all'ingrosso. Fondata nel 1964, siamo cresciuti fino a diventare un punto di riferimento a Piacenza.",https://www.palestralatorre.it,2025-04-09 15:56:01,"Viale delle Rose, 90 - 10027 Piacenza",Commercio all'ingrosso
Cartoleria Continental,info@cartoleriacontinental.it,+39 323 8533822,La nostra missione è fornire il miglior servizio possibile nel settore benessere. Siamo un'azienda a conduzione familiare con oltre 8 anni di esperienza.,https://www.cartoleriacontinental.it,2025-04-09 15:56:01,"Via Palermo, 13 - 17078 Foggia",Benessere
Agriturismo La Quercia,info@agriturismolaquercia.it,+39 054 339031,Azienda leader nel settore servizi professionali con sede a Prato. Offriamo prodotti e servizi di alta qualità dal 1998.,https://www.agriturismolaquercia.it,2025-04-09 15:56:01,"Via Pascoli, 74 - 77099 Prato",Servizi professionali
